,Patient_ID,PREFIX,FIRST,MIDDLE,LAST,GENDER,BIRTHDATE,AGE,MARITAL,STATE,FIPS,PHONE_NO,DRIVERS,SUFFIX,COUNTY,RACE,CITY,LON,ADDRESS,LAT,DEATHDATE,HEALTHCARE_EXPENSES,MAIDEN,INCOME,ZIP,BIRTHPLACE,SSN,PASSPORT,ETHNICITY,HEALTHCARE_COVERAGE
101,P00102,Mrs.,Sarah,Eugene,Jones,F,2003-10-04,21,Married,MO,29563,3146503776,D2934082,,Jackson,Asian,Springfield,-90.716693,4609 Main St,36.80128,,12265,Jones,83711,63101,Missouri,464-55-1739,P949256590,Hispanic or Latino,12854
102,P00103,Mrs.,Victoria,Kelly,Blankenship,F,2002-12-16,22,Divorced,MO,29175,3148426473,D5306731,,Boone,Asian,Springfield,-90.438723,6517 Main St,38.642224,,18833,Blankenship,31485,65807,Missouri,815-40-8982,P613699481,Not Hispanic or Latino,4174
103,P00104,Mrs.,David,Lisa,Nielsen,F,1960-11-27,64,Married,MO,29662,3140320871,D4591768,III,Greene,Other,Columbia,-91.107355,8764 Main St,39.943816,,8301,Nielsen,70451,63101,Missouri,337-43-1170,P310106630,Hispanic or Latino,13512
104,P00105,Mr.,Amanda,Elizabeth,Sheppard,M,1984-07-17,40,Married,MO,29210,3141909341,D7419365,,St. Charles,Other,Columbia,-90.032631,6029 Main St,39.71413,,12692,,78725,64106,Missouri,938-85-3516,P473416258,Hispanic or Latino,5485
105,P00106,Mr.,Jill,Colleen,Lawrence,M,1972-11-07,52,Widowed,MO,29360,3142761775,D7375570,Sr.,Jackson,Hispanic,Independence,-90.672605,1936 Main St,38.002329,,10893,,78595,64050,Missouri,362-32-7417,P865888596,Not Hispanic or Latino,12096
106,P00107,Mr.,Mark,Michael,Lara,M,1956-01-16,69,Divorced,MO,29420,3147362262,D3207345,,Jackson,Other,Independence,-90.525438,1293 Main St,39.923656,,9443,,30074,64050,Missouri,459-63-2605,P820459579,Hispanic or Latino,2196
107,P00108,Mrs.,Jennifer,David,Combs,F,1941-07-03,83,Married,MO,29506,3140567722,D7725259,Sr.,St. Louis,Black,Springfield,-90.272903,4367 Main St,38.894721,,8300,Combs,100379,65201,Missouri,294-70-1040,P587665562,Hispanic or Latino,14700
108,P00109,Mr.,Melissa,Tara,Mercado,M,1972-04-12,52,Married,MO,29498,3141183722,D5155961,,St. Charles,Other,Columbia,-94.341181,8453 Main St,37.334013,,8033,,83913,63101,Missouri,993-27-4797,P133695423,Hispanic or Latino,8424
109,P00110,Mr.,Jonathan,Kaitlyn,Soto,M,1990-11-18,34,Widowed,MO,29987,3140288162,D2302410,Sr.,St. Louis,White,Independence,-90.001331,504 Main St,36.133145,,15350,,111553,64106,Missouri,264-40-9316,P544830875,Hispanic or Latino,5700
110,P00111,Mr.,Michael,Charles,Garrett,M,2006-05-19,18,Single,MO,29100,3149579139,D6930780,Jr.,St. Louis,White,Independence,-90.681187,9837 Main St,37.230856,,15620,,22554,65201,Missouri,961-31-2644,P625420573,Hispanic or Latino,2985
111,P00112,Mr.,Vicki,Christopher,Murphy,M,1992-11-06,32,Widowed,MO,29423,3142779420,D8791955,Jr.,St. Charles,Black,St. Louis,-90.384546,130 Main St,39.723443,,3192,,107527,63101,Missouri,807-17-3024,P562248347,Not Hispanic or Latino,4704
112,P00113,Mr.,Antonio,Gina,Mcintyre,M,1956-06-26,68,Married,MO,29562,3140712238,D2316295,,Jackson,Asian,St. Louis,-90.938042,2343 Main St,39.731287,,4410,,21971,65807,Missouri,561-11-7678,P272110847,Hispanic or Latino,7144
113,P00114,Miss,Kelly,Tracey,Mejia,F,2014-06-19,10,Single,MO,29166,3142707467,D5714192,Jr.,St. Louis,Other,Columbia,-93.317061,9256 Main St,38.708702,,18881,Mejia,47971,65807,Missouri,519-71-1637,P211352923,Not Hispanic or Latino,7533
114,P00115,Mr.,Ian,Angela,Kennedy,M,1987-10-05,37,Divorced,MO,29308,3145005141,D5490706,,Jackson,Other,Independence,-92.803334,4434 Main St,39.898671,,14059,,97506,63101,Missouri,390-49-6971,P964294702,Hispanic or Latino,4255
115,P00116,Miss,Stephanie,Michael,Lopez,F,2019-10-10,10,Widowed,MO,29179,3145674726,D9548149,,Jackson,Other,St. Louis,-93.292159,8538 Main St,38.309562,,5286,Lopez,38654,64050,Missouri,964-48-6315,P540200449,Not Hispanic or Latino,8442
116,P00117,Mrs.,Tammie,Karen,Spencer,F,1973-08-09,51,Married,MO,29814,3149239855,D4088439,,Jackson,Hispanic,St. Louis,-91.553158,4446 Main St,37.347919,,3016,Spencer,65828,64106,Missouri,363-62-1804,P578214654,Hispanic or Latino,14519
117,P00118,Mrs.,Bonnie,Krista,Johnson,F,1996-05-14,28,Widowed,MO,29873,3144446821,D4118513,,St. Louis,Asian,Kansas City,-91.916183,1080 Main St,37.56286,,12952,Johnson,49921,65201,Missouri,833-58-5788,P371083546,Not Hispanic or Latino,7452
118,P00119,Miss,Jennifer,Brad,Carter,F,2021-11-09,10,Divorced,MO,29161,3148290048,D5976716,Sr.,Greene,Other,Columbia,-92.924955,6255 Main St,39.571341,,4441,Carter,110783,64106,Missouri,244-60-7747,P524572869,Not Hispanic or Latino,11695
119,P00120,Mr.,Daniel,John,Rich,M,1952-02-18,73,Divorced,MO,29905,3144049212,D5466094,,Greene,Asian,St. Louis,-93.81128,8414 Main St,38.09655,,18245,,39212,65807,Missouri,141-18-8842,P903664682,Not Hispanic or Latino,10844
120,P00121,Mr.,Michael,Mackenzie,Bright,M,1995-11-13,29,Single,MO,29010,3142452274,D8139011,,Jackson,Other,St. Louis,-93.085101,3899 Main St,39.74789,,12282,,111160,65201,Missouri,883-98-2385,P983945749,Hispanic or Latino,14333
121,P00122,Miss,Vanessa,Stacey,Moreno,F,2021-05-06,10,Married,MO,29485,3146463865,D7816186,,St. Charles,White,Kansas City,-92.604002,1323 Main St,39.972487,,8440,Moreno,97217,63101,Missouri,445-57-3483,P920439473,Not Hispanic or Latino,4328
122,P00123,Mr.,Heather,Steven,Campbell,M,1998-09-27,26,Single,MO,29572,3142752739,D7031735,,Jackson,Other,Independence,-94.374607,4968 Main St,38.592717,,16466,,106704,64106,Missouri,323-65-7949,P584098734,Hispanic or Latino,13163
123,P00124,Mr.,Matthew,Allison,Jordan,M,2006-10-06,18,Single,MO,29735,3147125040,D4418009,III,Greene,Asian,Columbia,-90.861888,5307 Main St,38.466742,,11086,,74608,64106,Missouri,904-16-9088,P837460448,Not Hispanic or Latino,14274
124,P00125,Master,Benjamin,Cynthia,Luna,M,2024-12-07,10,Single,MO,29513,3148839934,D8140562,,Jackson,White,Kansas City,-91.112974,1283 Main St,36.408042,,13994,,104440,65201,Missouri,796-98-3014,P451481271,Not Hispanic or Latino,6007
125,P00126,Mr.,Connor,Brenda,Hammond,M,1975-11-09,49,Divorced,MO,29165,3144289189,D9495385,,Jackson,White,Columbia,-93.204955,9323 Main St,38.568956,,8053,,23730,63101,Missouri,109-24-7653,P679889676,Not Hispanic or Latino,6855
126,P00127,Mrs.,Juan,Wendy,Walsh,F,1965-07-30,59,Widowed,MO,29086,3145481476,D5155615,,Boone,Asian,Columbia,-90.442851,9014 Main St,36.320302,,19198,Walsh,109364,65201,Missouri,679-11-8066,P716512232,Not Hispanic or Latino,14544
127,P00128,Miss,April,Tammy,Salas,F,2024-11-14,10,Divorced,MO,29266,3145718752,D1305187,Jr.,St. Charles,Asian,Independence,-90.008332,2401 Main St,36.528754,,14148,Salas,72466,64050,Missouri,444-98-9150,P981246893,Not Hispanic or Latino,14792
128,P00129,Mr.,Monique,Jose,Shaw,M,1964-01-03,61,Single,MO,29290,3147432756,D1176823,III,St. Louis,Hispanic,Springfield,-91.026022,6240 Main St,36.444087,,2977,,86846,63101,Missouri,124-18-7854,P819382499,Hispanic or Latino,6439
129,P00130,Mr.,Mark,James,Henson,M,1958-06-20,66,Single,MO,29472,3144400115,D3368040,Sr.,Jackson,Black,Independence,-90.064465,8276 Main St,38.365703,,11910,,96596,63101,Missouri,288-43-3887,P551390307,Hispanic or Latino,5677
130,P00131,Master,Michael,Brandon,Mcdonald,M,2014-08-04,10,Single,MO,29498,3147773772,D9521184,Sr.,St. Louis,White,Kansas City,-90.664796,4737 Main St,38.480384,,15353,,41948,65201,Missouri,770-47-2470,P603465791,Not Hispanic or Latino,7716
131,P00132,Mrs.,Jill,Lisa,Bright,F,1973-07-03,51,Widowed,MO,29666,3143000732,D2651292,Jr.,Jackson,Black,St. Louis,-93.024975,4720 Main St,37.46968,,12741,Bright,54887,64050,Missouri,941-82-4044,P725903301,Hispanic or Latino,4473
132,P00133,Mr.,Randy,Ronnie,Parker,M,1971-03-24,53,Widowed,MO,29528,3148316537,D3715644,,Greene,Black,Kansas City,-92.657531,1461 Main St,36.361032,,5439,,28454,65807,Missouri,617-35-8622,P723296022,Not Hispanic or Latino,4028
133,P00134,Mrs.,Karen,Raymond,Harper,F,1999-07-30,25,Divorced,MO,29234,3146163073,D1718030,Jr.,Boone,Black,Columbia,-92.955424,5603 Main St,39.095386,,16745,Harper,73068,63101,Missouri,191-45-1973,P641435097,Hispanic or Latino,9982
134,P00135,Mrs.,Larry,Kimberly,Bass,F,2004-09-06,20,Widowed,MO,29580,3147426892,D7363200,Sr.,Greene,Other,Columbia,-94.498762,974 Main St,39.930161,,17265,Bass,26550,65201,Missouri,118-92-8804,P502538609,Not Hispanic or Latino,3010
135,P00136,Mrs.,David,Ryan,Chambers,F,1971-05-10,53,Divorced,MO,29847,3143257032,D2853851,Sr.,Boone,Other,Columbia,-90.156402,6768 Main St,37.691999,,2108,Chambers,31143,65201,Missouri,423-93-3656,P931784897,Not Hispanic or Latino,3666
136,P00137,Mr.,Rickey,Erik,Love,M,1992-11-22,32,Single,MO,29720,3147041544,D2606863,,Jackson,White,Kansas City,-90.761548,8397 Main St,39.475345,,6704,,37001,64050,Missouri,220-38-6752,P813524609,Hispanic or Latino,5680
137,P00138,Mrs.,Patricia,Malik,Lynn,F,1989-12-14,35,Widowed,MO,29555,3141784431,D5869155,,Greene,Other,Columbia,-92.420159,837 Main St,37.756387,,8249,Lynn,99331,65201,Missouri,563-50-5919,P940252511,Hispanic or Latino,4183
138,P00139,Miss,Alexander,Thomas,Clark,F,2022-02-23,10,Divorced,MO,29164,3146999455,D1655100,III,Boone,Black,Springfield,-94.318644,8113 Main St,36.975157,,12647,Clark,117584,64106,Missouri,847-73-6650,P203732279,Hispanic or Latino,11826
139,P00140,Mr.,John,Gary,Nelson,M,1983-01-26,42,Widowed,MO,29232,3140177606,D2824001,Sr.,Greene,White,Kansas City,-93.767867,6794 Main St,37.025877,,13400,,36675,64050,Missouri,188-50-5134,P575791365,Hispanic or Latino,6172
140,P00141,Mrs.,Henry,Dylan,Kelly,F,1991-12-19,33,Married,MO,29994,3147579570,D1208155,,St. Charles,Hispanic,Springfield,-90.511499,5719 Main St,37.007539,,10326,Kelly,94654,64106,Missouri,731-72-1669,P319895120,Hispanic or Latino,3491
141,P00142,Mr.,Wayne,Raymond,West,M,1954-07-04,70,Widowed,MO,29472,3149125062,D5624672,III,St. Louis,Asian,Columbia,-92.394289,4131 Main St,36.889043,,5336,,117804,65807,Missouri,187-61-5090,P215541050,Hispanic or Latino,3321
142,P00143,Miss,Bianca,Jade,Robinson,F,2021-11-23,10,Widowed,MO,29168,3145862400,D6011180,Jr.,Boone,Black,St. Louis,-93.89537,9117 Main St,37.023119,,8211,Robinson,105350,65201,Missouri,983-34-7783,P430534427,Not Hispanic or Latino,12723
143,P00144,Mr.,James,James,Nixon,M,1965-12-22,59,Married,MO,29717,3141471608,D9983768,,Jackson,Black,Kansas City,-92.117788,7451 Main St,39.427882,,18403,,27589,64050,Missouri,560-62-6602,P759004970,Hispanic or Latino,14361
144,P00145,Mr.,William,Patricia,Shelton,M,2004-06-03,20,Married,MO,29767,3140908699,D1631320,,St. Charles,Other,Columbia,-92.333498,383 Main St,39.563272,,16146,,116290,65201,Missouri,491-70-7605,P858913628,Not Hispanic or Latino,2361
145,P00146,Mrs.,Anthony,Sara,Hunter,F,1995-02-19,29,Divorced,MO,29448,3144961787,D2595904,,St. Charles,Black,Columbia,-94.344532,673 Main St,36.923849,,15823,Hunter,48232,65807,Missouri,463-68-2345,P252960107,Hispanic or Latino,3925
146,P00147,Mr.,Diana,Kimberly,Price,M,1997-10-10,27,Widowed,MO,29805,3149157378,D6252915,III,St. Louis,Asian,Columbia,-92.240676,5492 Main St,39.864941,,5650,,44706,64106,Missouri,172-74-3159,P841641280,Not Hispanic or Latino,6366
147,P00148,Miss,Megan,Clinton,Morgan,F,2014-10-03,10,Single,MO,29582,3146459286,D7928116,,Greene,Black,Columbia,-90.636078,5403 Main St,39.713263,,2371,Morgan,60837,65807,Missouri,817-10-4355,P595807900,Hispanic or Latino,7039
148,P00149,Mrs.,Travis,Adam,Rojas,F,1997-06-23,27,Single,MO,29899,3141577969,D7330683,III,Boone,Black,Springfield,-90.20635,6483 Main St,37.48676,,3032,Rojas,72787,64106,Missouri,478-30-3787,P983339753,Not Hispanic or Latino,9142
149,P00150,Master,Aaron,Michael,Edwards,M,2007-04-18,17,Widowed,MO,29309,3146720096,D4483601,Sr.,St. Louis,Other,Independence,-90.092912,8501 Main St,38.819992,,7390,,40635,64050,Missouri,392-12-6564,P194371190,Not Hispanic or Latino,8419
150,P00151,Mr.,Amber,Tommy,Burke,M,1954-09-18,70,Divorced,MO,29036,3140485174,D7175483,Jr.,Greene,Black,Independence,-93.275113,6631 Main St,39.327656,,10418,,42170,63101,Missouri,597-40-3942,P767270440,Not Hispanic or Latino,3618
151,P00152,Mrs.,Michael,Sean,Chavez,F,2002-02-10,23,Widowed,MO,29540,3140367517,D5701978,Jr.,Jackson,Hispanic,Independence,-93.122489,2647 Main St,39.064932,,16541,Chavez,78337,63101,Missouri,394-41-2690,P261631993,Hispanic or Latino,3498
152,P00153,Mr.,Lisa,Kayla,Ward,M,1982-07-25,42,Widowed,MO,29886,3149430265,D5719952,,Boone,Other,Springfield,-91.249404,1325 Main St,36.29441,,16219,,78774,65201,Missouri,891-68-6482,P775800506,Hispanic or Latino,9871
153,P00154,Master,Tammy,Shannon,Spencer,M,2010-10-01,14,Married,MO,29675,3141916878,D5320692,,Greene,White,St. Louis,-90.624656,4481 Main St,38.870788,,3228,,66669,65807,Missouri,797-37-9268,P129393979,Hispanic or Latino,7011
154,P00155,Mrs.,Alicia,William,Brown,F,1999-05-22,25,Single,MO,29359,3146916739,D1950551,Sr.,Boone,Asian,Independence,-92.92615,9290 Main St,36.672126,,17693,Brown,94975,65201,Missouri,207-99-1733,P271251125,Not Hispanic or Latino,5806
155,P00156,Mrs.,Kenneth,Craig,Becker,F,1986-07-05,38,Divorced,MO,29059,3146875290,D6336173,,St. Charles,Other,Kansas City,-93.486365,3703 Main St,39.503417,,9690,Becker,91196,65201,Missouri,430-73-8220,P825508798,Hispanic or Latino,4582
156,P00157,Mr.,Paul,Veronica,Fisher,M,1974-09-18,50,Married,MO,29945,3144086154,D4343068,Sr.,Greene,Other,Springfield,-94.363778,7378 Main St,36.858732,,15625,,79300,63101,Missouri,491-38-3557,P348812005,Not Hispanic or Latino,2526
157,P00158,Mr.,Leslie,Kayla,Williams,M,1987-04-16,37,Single,MO,29913,3149611098,D9619825,III,Jackson,White,Springfield,-92.107128,2720 Main St,39.601278,,10991,,87280,64050,Missouri,334-65-7238,P394957774,Hispanic or Latino,4932
158,P00159,Mrs.,Douglas,Keith,Armstrong,F,2004-12-26,20,Divorced,MO,29964,3145354956,D2550958,,Boone,Asian,Independence,-91.618874,6217 Main St,36.034433,,13197,Armstrong,116972,64050,Missouri,187-64-6333,P835875268,Not Hispanic or Latino,11395
159,P00160,Mrs.,Angela,Matthew,Wilcox,F,1976-08-28,48,Divorced,MO,29585,3141761961,D1317714,,St. Charles,Hispanic,Columbia,-92.432813,2796 Main St,38.498761,,10313,Wilcox,59082,63101,Missouri,867-16-7533,P709052669,Not Hispanic or Latino,10686
160,P00161,Mrs.,Lisa,Jonathan,Nguyen,F,1981-07-01,43,Divorced,MO,29401,3149705244,D5096097,Jr.,St. Charles,Black,Kansas City,-90.32307,7289 Main St,37.305629,,4282,Nguyen,103911,63101,Missouri,360-46-5239,P479987821,Hispanic or Latino,2955
161,P00162,Mrs.,Matthew,Aaron,Jones,F,1966-08-11,58,Single,MO,29748,3141469608,D5594734,,Jackson,Black,Columbia,-90.407151,9334 Main St,37.580981,,9944,Jones,98282,65807,Missouri,665-23-8047,P802693101,Hispanic or Latino,14498
162,P00163,Mrs.,Nicole,Shirley,Woodward,F,1946-06-13,78,Single,MO,29971,3140470076,D3365134,Sr.,Greene,Asian,Springfield,-90.91346,2246 Main St,37.206165,,7898,Woodward,26343,65807,Missouri,579-10-8917,P617693153,Hispanic or Latino,1973
163,P00164,Mrs.,Shawn,Nichole,Thomas,F,1989-06-28,35,Widowed,MO,29910,3145456257,D7911353,III,St. Louis,White,Independence,-92.178479,8098 Main St,36.360178,,16407,Thomas,69610,63101,Missouri,588-82-8373,P421246354,Not Hispanic or Latino,11295
164,P00165,Mrs.,Thomas,Lori,Williams,F,1981-12-01,43,Widowed,MO,29379,3142464261,D1316580,,St. Louis,Other,Columbia,-94.13988,9272 Main St,38.059157,,2785,Williams,43481,65201,Missouri,764-37-9989,P877574824,Not Hispanic or Latino,12620
165,P00166,Miss,Marcus,Angela,Young,F,2021-01-31,10,Married,MO,29293,3146224607,D3316794,Jr.,Boone,White,St. Louis,-91.523997,4540 Main St,37.32503,,19406,Young,47881,64050,Missouri,957-79-7275,P495789553,Not Hispanic or Latino,7711
166,P00167,Mrs.,Jason,Cheryl,Sandoval,F,2000-08-08,24,Divorced,MO,29188,3142199100,D3757959,,St. Louis,Hispanic,Columbia,-92.244931,9165 Main St,36.191663,,5034,Sandoval,60341,64050,Missouri,477-43-6587,P672149529,Not Hispanic or Latino,9458
167,P00168,Mrs.,Jeffrey,David,Johnson,F,1974-03-31,50,Single,MO,29321,3149581192,D5311985,Sr.,Boone,White,Columbia,-94.461661,5596 Main St,37.308083,,4356,Johnson,60119,63101,Missouri,954-91-1209,P126359370,Not Hispanic or Latino,3404
168,P00169,Mrs.,Kimberly,Jacob,Nash,F,1995-03-08,29,Divorced,MO,29527,3145676480,D2884182,,St. Louis,Hispanic,Independence,-94.449409,7756 Main St,36.717576,,14395,Nash,103575,64050,Missouri,787-86-7900,P858140766,Not Hispanic or Latino,12530
169,P00170,Mrs.,Frances,Brendan,Wright,F,1973-01-19,52,Married,MO,29133,3143467710,D8240841,Jr.,Boone,Hispanic,Kansas City,-93.240884,9098 Main St,36.884568,,18012,Wright,33337,65201,Missouri,143-20-6207,P933880424,Not Hispanic or Latino,6678
170,P00171,Miss,Kimberly,Brian,Hernandez,F,2012-12-19,12,Divorced,MO,29766,3145131406,D8713581,,Boone,White,St. Louis,-93.943346,9817 Main St,38.852229,,5965,Hernandez,98134,65201,Missouri,465-36-6182,P946125794,Not Hispanic or Latino,2746
171,P00172,Mr.,Lisa,Ronald,Carlson,M,1996-03-11,28,Widowed,MO,29201,3144796392,D2853868,,St. Louis,Asian,St. Louis,-91.877927,2711 Main St,38.941697,,4360,,90896,63101,Missouri,600-27-9369,P436627800,Not Hispanic or Latino,9604
172,P00173,Mrs.,Anthony,Gregory,Bennett,F,1963-09-29,61,Divorced,MO,29050,3145467437,D4832853,,Greene,Other,Kansas City,-94.596144,1889 Main St,36.502808,,6090,Bennett,106488,64050,Missouri,859-50-8949,P124493292,Not Hispanic or Latino,2426
173,P00174,Mrs.,Crystal,Jeff,Steele,F,1981-01-31,44,Divorced,MO,29283,3140306729,D7029391,III,Greene,Hispanic,Columbia,-92.859291,3356 Main St,38.735658,,19586,Steele,89740,63101,Missouri,493-35-3803,P742176390,Not Hispanic or Latino,2812
174,P00175,Mrs.,Tiffany,Brittany,White,F,1954-04-02,70,Married,MO,29076,3146430212,D1144138,,Jackson,Black,Columbia,-93.972068,8589 Main St,38.645455,,3645,White,113517,65807,Missouri,417-69-3066,P238453995,Not Hispanic or Latino,3621
175,P00176,Mrs.,Todd,Lawrence,Long,F,1957-05-09,67,Widowed,MO,29398,3143641168,D6027156,,St. Louis,Other,Kansas City,-92.584373,3503 Main St,36.733028,,13078,Long,51255,65201,Missouri,747-83-8556,P663037425,Hispanic or Latino,13427
176,P00177,Mr.,Mario,Christina,Weaver,M,1989-08-31,35,Married,MO,29848,3148860113,D2565575,Sr.,Greene,Asian,Independence,-94.089057,5850 Main St,38.333448,,4822,,29752,64050,Missouri,619-93-4158,P514506449,Not Hispanic or Latino,6884
177,P00178,Miss,Jennifer,Cathy,Ford,F,2015-08-01,10,Single,MO,29037,3145079922,D4395969,Sr.,Boone,White,Columbia,-93.136529,2529 Main St,39.559764,,15763,Ford,41027,65201,Missouri,363-51-5222,P865027786,Hispanic or Latino,13410
178,P00179,Mr.,Kimberly,Debra,Stevens,M,2004-08-30,20,Divorced,MO,29640,3145346386,D7848006,III,Greene,White,Independence,-91.691708,5553 Main St,36.187094,,7717,,98020,65807,Missouri,456-99-5512,P881298613,Hispanic or Latino,1274
179,P00180,Master,Richard,Kenneth,Robbins,M,2016-07-07,10,Single,MO,29019,3147074287,D6660864,III,Boone,Black,St. Louis,-91.160147,6962 Main St,37.014031,,8327,,91479,64050,Missouri,412-88-3192,P797169411,Hispanic or Latino,5911
180,P00181,Mrs.,Mark,Michael,Bennett,F,1996-02-13,29,Divorced,MO,29689,3148444082,D8588421,,Jackson,Hispanic,Columbia,-94.508055,6983 Main St,37.820155,,6012,Bennett,84402,63101,Missouri,549-29-4925,P734772899,Not Hispanic or Latino,14733
181,P00182,Mr.,Monica,Anthony,Alvarez,M,1985-03-27,39,Married,MO,29657,3143263128,D9753067,III,St. Charles,Hispanic,Kansas City,-92.471962,5153 Main St,36.880957,,10724,,115845,65807,Missouri,348-41-9077,P348871061,Not Hispanic or Latino,5385
182,P00183,Mrs.,Bruce,Hannah,Randolph,F,1940-11-16,84,Married,MO,29246,3143259908,D1452723,Jr.,St. Charles,Asian,St. Louis,-91.250727,5664 Main St,39.15717,,15294,Randolph,59821,63101,Missouri,508-34-9374,P608136922,Hispanic or Latino,5149
183,P00184,Mr.,Timothy,Laura,James,M,1969-11-28,55,Widowed,MO,29311,3143913171,D2848139,III,Boone,Black,St. Louis,-92.709214,2038 Main St,37.067396,,17401,,111964,64106,Missouri,662-61-8907,P608233573,Hispanic or Latino,8209
184,P00185,Mrs.,Latoya,Cynthia,Martinez,F,1942-05-18,82,Married,MO,29431,3149246882,D5008759,Jr.,Jackson,Asian,St. Louis,-92.126872,8537 Main St,39.428965,,14543,Martinez,42863,64106,Missouri,663-28-3184,P736161716,Hispanic or Latino,6407
185,P00186,Mr.,William,Peter,Bush,M,1981-03-26,43,Married,MO,29111,3145332844,D9888939,,St. Louis,Black,St. Louis,-92.7593,5876 Main St,39.189654,,5993,,21576,65807,Missouri,311-42-4283,P951264058,Not Hispanic or Latino,11568
186,P00187,Mrs.,Judy,Ryan,Shaw,F,1979-07-19,45,Divorced,MO,29841,3148067080,D1507663,,Greene,Hispanic,Kansas City,-90.972666,6829 Main St,36.195941,,5844,Shaw,59479,64106,Missouri,364-49-4748,P200467977,Not Hispanic or Latino,3322
187,P00188,Mrs.,Edward,James,Vargas,F,2006-04-13,18,Widowed,MO,29933,3143021561,D1100317,Jr.,Jackson,Asian,Kansas City,-92.900771,556 Main St,36.069154,,16064,Vargas,28903,64106,Missouri,681-22-5717,P234401301,Not Hispanic or Latino,6280
188,P00189,Mr.,Christina,James,Hanson,M,1981-01-08,44,Divorced,MO,29232,3143129874,D3441337,III,St. Charles,Hispanic,Kansas City,-93.848334,7425 Main St,38.668388,,8585,,44242,65807,Missouri,764-86-1557,P297728873,Hispanic or Latino,7938
189,P00190,Mrs.,Johnathan,Danielle,Tran,F,2005-08-06,19,Married,MO,29450,3141215699,D5689166,Sr.,St. Charles,Black,Kansas City,-92.689021,5028 Main St,39.165948,,16994,Tran,116945,65201,Missouri,958-97-5548,P953489729,Not Hispanic or Latino,7472
190,P00191,Mrs.,Jamie,Robert,Guzman,F,1987-09-21,37,Single,MO,29539,3149720420,D3249090,,St. Charles,Asian,Kansas City,-90.477429,7871 Main St,36.728364,,7666,Guzman,62893,65807,Missouri,672-11-8563,P467588803,Not Hispanic or Latino,8196
191,P00192,Mr.,Ashley,Paula,Roy,M,1985-03-19,39,Divorced,MO,29476,3142515543,D9546889,Sr.,St. Louis,Other,Springfield,-93.569504,5225 Main St,39.670539,,13423,,91508,64106,Missouri,520-38-9464,P756250500,Hispanic or Latino,11750
192,P00193,Mrs.,David,Melissa,Hernandez,F,1981-12-22,43,Married,MO,29468,3149047536,D1999996,,Boone,Other,St. Louis,-92.321903,9698 Main St,39.562732,,10346,Hernandez,83375,64050,Missouri,453-10-6550,P654880305,Hispanic or Latino,6092
193,P00194,Mr.,Jane,Mikayla,Hunter,M,1999-10-30,25,Married,MO,29567,3148103279,D2912596,,Jackson,Black,Independence,-90.467464,2446 Main St,37.974988,,5463,,91411,65807,Missouri,415-29-8401,P473475378,Not Hispanic or Latino,14664
194,P00195,Mrs.,William,Michael,Archer,F,1985-07-18,39,Divorced,MO,29947,3146418798,D3627134,III,Greene,White,Columbia,-90.542065,2073 Main St,36.144642,,10644,Archer,85024,65201,Missouri,949-64-9099,P134901215,Hispanic or Latino,10576
195,P00196,Mrs.,Mark,Stacy,Owens,F,1961-08-11,63,Divorced,MO,29493,3149610212,D2648550,III,Greene,Hispanic,Columbia,-91.791519,7459 Main St,37.780647,,15475,Owens,51954,63101,Missouri,199-53-4873,P540101943,Hispanic or Latino,2026
196,P00197,Mr.,Travis,Kelly,Brown,M,1990-03-11,34,Single,MO,29655,3144106871,D8878095,,Greene,Asian,St. Louis,-90.584029,3895 Main St,38.276732,,5361,,64795,64106,Missouri,939-57-5172,P280487577,Not Hispanic or Latino,2814
197,P00198,Mr.,William,Mary,Lawrence,M,1995-04-16,29,Divorced,MO,29797,3149013124,D9427584,,St. Louis,Other,Kansas City,-94.219483,7004 Main St,37.490703,,6863,,58646,65807,Missouri,587-54-9442,P958490568,Not Hispanic or Latino,3056
198,P00199,Master,Colin,Jennifer,Armstrong,M,2017-04-16,10,Divorced,MO,29328,3146086574,D5455386,III,St. Charles,Black,Kansas City,-90.548366,7881 Main St,36.946957,,16861,,58743,65807,Missouri,533-47-6600,P967285036,Hispanic or Latino,4552
199,P00200,Mrs.,William,Kristin,Hall,F,1956-11-19,68,Married,MO,29144,3146755953,D1777639,,Greene,Other,Kansas City,-94.38557,9341 Main St,38.588277,,10794,Hall,65731,63101,Missouri,719-58-9520,P625430841,Not Hispanic or Latino,9866
